Date,Agua_de_Beber_1963_Version,Aguas_de_Marco_Waters_of_March,Baby_I_Love_Your_Way,Back_in_Black,Better_Together,Billie_Jean,Bold_As_Love,Born_In_The_U.S.A,Break_Free_feat_Zedd,Break_on_Through,Brick_House,Coming_Home,Contact,Dancing_In_The_Dark,Dont_Worry_Be_Happy,Easy_Extended,Forget_You,Get_Lucky,Gimme_Shelter,Glory_Days,Got_to_Be_Real,Gravity,Holocene,I_Want_You_Back,Is_This_Love,Jamming,Lets_Groove,Levels_Original_Mix,Light_My_Fire,Little_Ghetto_Boy,Love_On_Top,Lovers_Carvings,Motherboard,Movin_Out_Anthonys_Song,My_Cherie_Amour,Ooh_La,Rich_Girl,River,Rolling_in_the_Deep,Sara_Smile,Seaside,Shake_Your_Body_Down_To_The_Ground,Sleepyhead,Slip_Slide,Slow_Dance,Sofa_Song,Someone_New,Starry_Eyed,Stayin_Alive,Stereo,Sunday_Candy,The_Girl_from_Ipanema,Thriller,Treasure,Use_Me,You_Make_My_Dreams,You_Rock_My_World_With_Intro,Latch_feat_Sam_Smith,Wish_You_Were_Here,Smooth_Criminal,Sir_Duke,Signed_Sealed_Delivered_Im_Yours,Rather_Be_feat_Jess_Glynne,Part-Time_Lover,Money,Just_Friends_Sunny,I_Will_Wait,Ho_Hey,Hey_You,Boogie_On_Reggae_Woman,Black_Or_White,Behind_Blue_Eyes,Beat_It,Beast_Of_Burden,Babel,Thrift_Shop_feat_Wanz,That_Girl,Sunday_Morning,Smooth_Sailin,Mirrors,Lisa_Sawyer,Kids,I_Got_You_I_Feel_Good,Get_Up_Offa_That_Thing_1991_Edit,Get_Down_on_It,Flowers,Electric_Feel,Cant_Hold_Us_feat_Ray_Dalton,Brown_Skin_Girl,Yellow,When_We_Get_By,When_I_Was_Your_Man,Viva_la_Vida,Stir_It_Up_Original,Should_I_Stay_Or_Should_I_Go,Needy_Girl,Lonely_Boy,London_Calling,Life_In_Technicolor,Call_Me_Maybe,Buffalo_Soldier
5/13/21,549,8036,5321,8925,7694,5631,6144,7747,209,9320,4230,3534,4818,1957,1366,2869,2763,1000,8965,3432,2782,9943,6395,7896,1983,4709,7415,4498,8299,6535,6595,1600,769,1955,4147,4468,1885,1440,1807,6010,7350,3779,4588,1716,1960,6969,5818,7809,9491,8534,3942,7345,148,4027,9057,3038,7718,2512,6359,7855,6249,7691,8381,984,2777,479,7147,1833,206,8840,6755,4537,3298,9530,5636,8790,4950,2613,1841,5870,1541,7452,3291,2066,3545,9213,429,3001,6803,2653,2553,7477,4754,8641,2068,7323,4564,35,8621,5897,1678
5/14/21,7949,6937,5626,8258,7038,4514,5535,3261,7363,7676,8746,9769,944,9735,1841,710,1663,9796,4255,4201,9451,7467,4468,2449,3395,6344,2578,8862,4079,8765,3280,6849,9712,730,9132,7768,4217,9599,6694,5384,4353,9562,2001,9777,8639,7524,4407,3193,2433,7638,62,6446,9218,1371,6452,8573,2058,597,6532,700,4642,7227,9023,3539,5907,2778,6951,1114,9161,6402,3009,6580,1513,6440,6936,1737,1828,6295,8812,3110,2517,7071,7553,6925,7138,4104,3383,8168,9277,8080,5080,5304,8557,7645,2255,983,9900,4904,6664,396,1787
5/15/21,1883,6357,5723,100,1547,6076,3832,9656,910,813,375,4841,6908,7514,2558,2248,1068,3439,476,5316,7359,6936,3819,28,9281,2054,7864,1430,953,467,1029,5016,9567,6243,4794,1566,2257,7346,5022,5421,8289,9041,6084,9629,8670,8528,6160,4678,7601,4215,8411,1358,46,3438,5926,9151,6953,2912,9033,3250,9457,9213,5627,5162,9161,1945,423,7555,5307,1412,6895,312,8377,5890,4628,42,6447,5121,9425,6382,6976,4584,5415,180,6083,4485,232,913,1799,8329,979,8911,2704,7826,998,1500,5383,3909,3433,6788,912
5/16/21,4248,2096,5290,5567,2652,9015,7747,7775,4568,3604,314,368,8287,812,2837,8383,660,9558,4314,5289,1904,6598,9503,7883,7984,11,9198,6253,3998,4894,9591,1791,475,5219,3624,5507,9413,6584,8981,5932,8230,4705,4811,4389,5393,7402,2246,170,1759,544,1530,8704,8361,6982,2772,3254,9121,5799,8986,3289,7536,5121,6466,3946,8738,7817,7986,8550,9959,8771,2260,1917,672,413,9200,8531,9454,9152,8671,555,7292,328,2327,8435,9908,9605,5225,3562,2292,2196,4407,7991,4182,1223,3284,9545,3740,6080,5862,4216,9116
5/17/21,4384,2884,8065,1552,1795,183,3462,836,4363,5847,9410,6760,8657,4363,261,6444,8232,106,4770,3819,6387,7361,511,6627,4419,6187,3,1309,3392,7163,859,7014,40,8609,9303,7418,2972,3108,6565,6225,5548,9078,4895,869,8732,8907,8292,8802,3151,8553,9055,6578,3399,8840,8851,7044,4105,4254,7325,2968,5089,9592,374,44,3398,1491,2777,3836,1589,3392,999,9647,4706,569,6483,683,8021,554,4076,4346,2932,8872,6100,7932,4209,8425,5007,623,3620,5977,1163,4430,6231,1539,5482,445,4854,6503,4427,3599,606
5/18/21,8586,9717,1943,5545,2094,3781,7703,1467,9129,697,9025,142,6714,7718,9209,1576,7778,8340,8468,770,1086,8002,6312,4493,7147,2013,1265,2448,3369,7094,9932,2713,96,4167,2398,9251,8204,1121,6927,1874,3053,1987,3845,4540,6846,7973,2866,4580,4263,3749,7896,2287,954,2126,8604,790,5600,8030,8161,4326,782,6750,6836,2544,4032,5262,4053,9067,6969,7243,4817,9969,104,9056,9525,5718,8206,4866,4786,2020,7215,75,2330,7311,9746,1392,8585,3888,9085,4190,3704,4264,8163,8267,4113,1573,9803,2521,6670,9973,4449
5/19/21,8863,9692,2602,5479,9240,8486,2985,7774,4885,9692,8500,6250,6962,3000,8154,7086,2849,113,4581,7678,4703,7246,1135,9379,5359,4854,3206,1756,687,800,966,8698,3497,5016,9989,3220,3448,3176,1823,5095,417,6214,8490,4781,6165,1001,9659,4954,2251,360,6752,9811,1693,7031,482,3050,4028,2716,9053,8254,3448,2362,5227,7973,2117,2964,8200,7790,7472,5945,8381,3498,8722,3438,8001,5418,9052,5026,9902,5710,1961,1704,3576,8411,8463,3868,962,8046,7519,5731,9860,7380,9547,3139,8415,2809,2739,2948,1836,7082,3768
5/20/21,7000,5538,4452,4322,1962,6230,6165,9917,452,6194,8137,4539,5826,4544,8267,4066,7983,9712,4800,8686,6171,2172,2465,2099,5810,2561,5028,1288,9824,223,1568,6070,1888,5464,6649,2166,2216,3944,6850,1192,7420,774,8184,2036,7925,3437,7309,1207,6963,5131,8692,7982,1361,1340,2494,2333,1286,470,8005,2377,7565,2464,53,3810,2840,8048,7254,5201,8925,1903,5071,2997,5170,2829,7183,7646,6955,1484,2654,9709,2935,5029,2553,3383,836,5574,5231,6118,8066,1771,6737,9512,6447,288,5787,9112,9598,2859,5914,2252,9525
5/21/21,918,9654,2610,3275,713,9875,7442,9603,1251,8095,2183,9969,8272,6272,5925,8431,4469,9650,6939,4759,3235,2497,2075,5217,3655,4548,9800,2875,9726,6926,8485,862,8234,7606,219,8718,6687,2306,7810,7453,2584,6682,2666,762,229,6564,9211,7985,7236,535,3679,5667,8360,6710,9792,5770,8737,3995,1949,6565,5117,2234,7584,2711,9886,9194,4608,3999,4092,8387,1599,2655,3098,7599,4009,2528,4929,5281,5695,3445,4888,720,9601,4172,9737,3087,3640,1682,7446,5271,7076,6143,8795,778,3930,6457,8434,2243,6168,3435,8078
5/22/21,3821,4959,3566,6050,3866,1073,3334,3401,7220,2645,6968,9458,9558,8454,4069,3387,1487,6691,691,8612,6660,1482,6412,3758,5876,3725,4335,8549,8852,2335,9252,7651,1386,2579,4123,9868,4377,5580,5549,7413,9672,1271,7764,5135,3581,777,3751,8348,512,2551,6290,6026,9530,9128,6095,5236,5292,1540,2418,3705,4403,9828,6723,7154,6732,7276,5499,2542,5610,7725,9445,3749,2599,5154,5950,2490,1038,7370,2353,5125,8221,4260,5571,3026,82,1497,9146,6895,4895,2553,7773,8019,7015,8764,5450,6042,2136,476,4324,8075,3230
5/23/21,6773,7383,2561,5791,348,7695,1486,4319,7549,5472,5912,3516,507,4176,803,8037,9994,2801,9818,2756,6339,5698,6314,8374,5110,6347,6705,4474,7280,3534,7184,2668,5466,1467,4711,6188,5808,375,2552,5755,5197,2304,634,2939,2084,4020,5807,2572,2546,9947,8409,8564,8109,530,3661,993,1922,9839,6082,8745,5703,5065,6045,7093,238,5720,5036,8794,6478,9465,3098,6175,9608,1038,5612,269,4530,3245,1955,6105,3981,484,4921,1112,6847,2463,5457,8556,2366,129,2787,610,7574,3167,2239,1160,1478,9714,7053,4799,8519
5/24/21,802,972,4207,8368,26,4663,8493,7665,699,2590,660,5808,5279,6981,8238,8303,609,9871,3607,7403,4951,9270,1544,1488,5237,2177,227,2299,8471,2456,458,9583,7325,1302,3600,1358,8726,9804,442,8775,3028,9703,5828,9912,9128,6390,574,5052,6361,7255,2462,7951,1516,3908,1775,3919,5668,8154,7131,9803,9023,5531,7063,2316,6270,8080,2607,8264,3940,8529,6629,4806,4731,3902,8278,3463,1797,8327,4767,9873,4405,2176,585,9566,3818,3699,6408,842,1258,496,1114,5254,6553,9544,9601,6250,2316,621,7589,8407,234
5/25/21,5386,3199,9704,534,8852,9002,448,6336,7080,6819,7201,1843,8665,3174,4235,9586,6227,8761,5355,2623,5624,1957,3126,3089,1588,2729,1293,9438,6531,5788,292,4186,1591,3846,1958,6401,2373,5891,6873,4107,7112,2009,6343,1118,1734,3174,9327,7321,3890,8677,2485,4251,5814,6639,5966,781,414,7813,714,3738,8929,4638,1187,4077,8185,4101,9808,6386,758,9424,3179,1258,4639,2122,1643,6521,544,1791,5619,1154,6824,7553,8656,9532,4088,5831,8526,1769,4361,7252,3204,3571,9345,587,6154,7408,2376,7132,7824,6029,978
5/26/21,5838,9635,3944,5171,3449,3483,1801,6939,3825,8714,9554,6946,1859,7474,1745,1644,1697,1644,409,7432,3612,1859,2588,8481,3891,6720,2139,1421,3563,9875,9431,8866,4738,1488,8524,367,3552,8837,7438,1264,4723,7499,4597,8215,7396,813,1367,2139,9806,1360,8593,9886,1444,8956,6230,2713,4313,2730,8702,188,3166,839,9303,3278,5588,2034,3596,7393,7872,4995,2660,563,1142,9683,2131,695,9289,3670,5041,1634,5923,773,7915,696,8372,5124,5909,1464,8518,5285,2475,8837,2720,9901,9391,4054,2215,5768,8354,5495,8579
5/27/21,5012,2476,5064,891,3665,1377,56,2342,6013,6773,6441,100,8888,704,4214,9972,4437,5007,2247,6138,480,3492,1228,7896,4351,6052,5399,3201,1943,6540,5322,3605,998,3113,4897,1889,1441,6193,8090,6839,7300,2821,5567,9764,5758,6037,6409,3725,761,7666,5586,8466,6692,5266,1199,2054,5120,1231,794,1984,5006,1755,821,6169,6549,1447,2570,3290,2477,1831,7572,5782,2024,6379,4955,7193,5765,4957,8554,3176,692,7773,5036,8687,1497,1258,6229,2933,1550,3719,3724,7682,9682,1346,3387,8028,3974,1666,8043,7852,3425
5/28/21,9951,5602,774,5604,7909,734,7670,7649,4744,3242,9076,2815,4549,7762,8457,9902,1342,3144,8200,5130,6900,995,5839,9165,6292,5380,9758,5190,8974,8338,8334,4877,4892,8727,5915,5060,5200,3657,602,9049,5015,6404,4750,6038,9579,3163,3354,7047,1876,2416,2191,7765,5729,2721,9458,4652,2283,6853,8513,5246,4438,4419,139,8260,2661,761,3681,690,3878,6646,2159,6309,5587,8451,6470,4725,3498,2236,5237,1764,8394,7133,6997,3246,1146,8412,7602,5217,7910,4739,9914,7809,8371,5881,2972,9468,2285,2276,2793,6803,7886
5/29/21,4490,9453,2864,2558,6658,6907,8959,3629,8249,3528,3242,453,6053,6716,248,4387,2472,1032,1808,8889,110,9774,3663,5378,4537,3124,2315,5503,7750,7517,5898,9613,6529,9004,6598,2221,4407,8733,4910,4258,3025,6622,3272,6945,8166,8301,3796,3229,5552,7012,9442,9786,7992,1175,2495,3033,7064,3443,4866,6306,3308,9778,7217,1980,6409,1640,6197,6549,9415,8692,7753,8774,5659,119,5620,1085,1917,2887,2556,1726,146,1430,368,1076,3233,8815,6719,3560,8,5486,5948,6,9177,9762,6503,1357,5334,8543,3732,5269,1972
5/30/21,2048,3944,3782,5773,6975,7284,387,3533,8854,1812,2170,193,4896,4998,8291,1999,114,9007,5458,8126,42,3839,8862,9011,4916,6328,9567,2815,6788,1555,9690,7324,6664,522,8432,9597,4386,8548,4874,7327,8447,78,6037,2916,9271,9168,3042,3359,1519,9583,3418,9633,931,8663,5223,9766,4284,124,2311,2299,6690,8902,8858,9179,5331,9947,2817,7244,4113,805,7391,6650,6385,5701,4513,9362,747,8524,2819,4889,2407,8613,6837,8537,9130,6085,8843,1304,1638,3793,9388,3706,1459,6864,5258,5733,4696,2912,7893,4588,6422
5/31/21,5156,8052,4103,5140,1326,4440,3917,8362,7282,9653,9333,1214,6821,5522,3067,55,2371,2087,98,6062,1526,209,1936,9746,3339,353,8184,75,6622,5384,7854,2044,7894,8881,2618,5845,8060,8499,8667,3440,1694,9991,9173,2463,5156,9137,6429,839,4498,4655,1975,8794,7088,8201,9139,3716,3904,200,2861,7959,3620,8141,6901,3000,9222,3133,2164,5571,4995,2169,7744,5578,6404,1755,9230,2639,7982,7542,9335,3569,2909,5524,8980,3711,1468,5290,3640,1197,923,7318,9197,7190,6085,9479,7428,7797,9935,1106,366,8577,4589
6/1/21,8285,1340,7818,7295,6128,739,2969,3771,9395,7067,4240,9153,7265,8010,9511,3839,5578,3343,2846,152,9939,3505,1588,1495,2015,3255,6150,3736,3870,4867,8785,7592,5188,4290,9176,7561,9740,8086,9557,5849,4780,4934,9459,9989,3430,7491,513,6851,7142,6801,2232,5450,6878,3414,2503,9472,8976,836,6852,465,1845,3992,4096,3154,3559,178,798,7163,5704,2628,6906,8455,6496,1873,4986,5728,8565,7415,231,4156,2584,811,9151,3374,939,7728,4824,9433,5323,6944,2224,1461,8181,1543,9909,2789,4795,197,8495,9051,2070
6/2/21,4823,1607,3037,7125,2358,3907,5334,4501,8623,5083,7252,7444,5921,1526,6118,5534,4518,1196,7827,7490,5963,3835,9795,5496,1241,5992,1129,5282,2322,8462,3698,4994,7306,2911,7202,880,7268,7548,4425,1884,1391,6777,2775,5615,247,6706,907,9907,8054,3092,157,5438,9570,9186,8363,7812,1453,5040,722,389,2973,4545,7576,204,619,2067,9302,9433,7150,8692,9292,9874,3900,2158,7153,4670,9937,1200,1355,6199,8593,5079,2157,5127,7547,8477,7500,3596,9731,4963,5293,2490,2914,1160,4008,1963,8322,5844,2586,4400,1668
6/3/21,2395,2422,2010,3837,9530,7235,9966,5827,6056,7991,4293,6439,6233,8572,9439,9738,3375,7939,1302,6114,5664,6973,3122,3660,5963,8390,7576,9846,1433,9374,8545,2524,1777,6696,8216,6075,7755,8444,5198,2858,1415,6090,1906,8942,2988,8415,6041,8000,6007,6858,4932,9797,1946,5257,5236,14,5085,8546,9643,2009,3251,7391,3991,9177,4717,7611,4204,487,945,1843,9931,6853,5449,1151,225,3025,9725,801,1753,646,2503,5485,5252,3977,1974,9416,6959,1089,922,5959,940,6062,6003,312,7384,2250,6339,4129,1890,4190,7712
6/4/21,2914,5635,1791,7931,6011,5984,9403,7388,3561,3716,8848,6712,253,5861,6530,3128,4056,6110,9362,1323,847,3531,5569,7424,108,9587,7467,3146,8679,4591,1851,4662,8333,7368,1305,7624,9296,1128,4639,952,3907,7040,8868,8954,6998,6116,1862,5456,7933,4406,9027,5047,3385,6434,1656,5963,9384,2999,8841,8754,4883,8705,9770,818,1537,6166,8125,1179,7184,7500,1064,2341,5633,8855,5505,4531,8409,8086,1954,5783,8844,4306,6773,7684,5623,8705,7468,3582,7691,2390,4659,2757,6524,4388,6955,5226,5764,7426,1593,3247,7344
6/5/21,5684,8313,1554,9953,5071,1662,565,865,7386,8521,2542,7529,7744,9355,9987,9087,1740,8295,4588,8863,2792,2441,6535,9333,5830,3166,2110,5705,3020,50,1859,5646,8615,5664,1133,7271,4491,3470,7643,5394,6470,1158,443,757,9626,4172,3173,9180,664,7879,904,6792,7586,6873,973,7840,5734,2851,1225,9043,2272,5697,2035,8750,558,1438,6395,3891,6263,820,8162,6265,5554,8667,7222,871,5231,2354,4899,373,7305,6527,9824,5450,7342,2142,1940,9185,821,2276,3735,1004,2732,9280,6082,9458,5658,4550,8738,2225,5218
6/6/21,6878,7694,4182,3839,587,3590,5969,9997,4793,3886,4759,5628,8511,8466,8355,8862,1142,4360,8015,4556,248,758,2078,1989,2434,8538,2057,4667,8672,7644,5658,8320,4331,8735,8724,9546,42,499,2283,4167,2623,7276,9645,6583,8477,9257,7745,5810,26,9335,6441,4409,9349,2643,6459,8812,8768,8719,8137,51,7445,6421,170,5973,6577,8192,463,7880,908,4980,3402,4395,2977,5419,9599,9014,393,4522,4259,1358,5286,4774,5432,1820,8314,3835,6790,8307,5958,1768,1316,6970,1504,9316,8004,5520,7169,3719,9825,298,3912
6/7/21,4075,3864,1108,7553,5999,6137,8359,3215,8973,8487,6411,2749,8979,9738,2725,4205,9178,2481,380,6882,1618,7270,2135,8475,8986,2815,7010,8295,4615,9171,5703,167,5609,6861,3179,7185,9272,4186,8084,4575,8436,1847,127,6766,2205,9460,9862,2897,3263,4206,2658,5679,4899,7947,979,2028,8407,3008,7299,3156,4692,4394,4416,524,9177,2913,9206,6449,4276,5924,791,284,1770,4566,2641,6019,2195,8606,4291,1598,4703,7166,8324,432,4242,2650,316,687,8877,7969,1396,7582,8755,3523,6154,9445,9227,4789,5895,9897,9905
6/8/21,1027,247,2143,141,1637,9500,3698,1592,6634,3691,2511,7040,8196,2934,9173,738,4640,4916,9164,6710,7006,4542,2551,5893,1276,6392,9062,2194,3814,5930,767,5910,3773,1864,9203,8573,3014,4406,320,704,423,753,4776,8505,1289,6160,4559,5943,5730,6728,8788,7204,3282,5517,3995,3424,9256,1030,8699,3819,3384,4289,5169,2630,6126,7050,6869,5772,3670,1560,5836,4052,5856,9911,9050,2625,8581,3052,4346,4497,7678,7531,3683,5529,3141,1802,5268,24,1366,8433,1793,2574,9312,4827,2832,6045,6514,1648,2363,8831,571
6/9/21,1510,3118,3786,2751,6986,675,6286,8987,2468,7530,1777,9815,8026,9781,3062,4921,6700,9997,2565,1163,8673,9678,3086,8385,6366,3148,9073,6572,288,6100,7038,527,9473,4259,7651,7320,1912,7114,4671,5070,3849,2859,5727,7176,3636,37,2722,7179,9245,893,8835,1307,8773,4787,537,8554,6337,1866,4379,6842,6294,7762,6816,2891,1588,8939,1848,1010,9726,9861,5506,9216,9306,5930,651,3646,9151,1127,9370,1439,6840,6527,6972,6519,7971,8675,2610,2012,7789,7900,717,1303,8041,8906,9945,5770,8192,3214,7830,9591,7081
6/10/21,5200,4851,5027,2054,9132,1903,5310,9856,8499,9489,1040,6078,1856,9270,3991,1204,1798,8475,9882,210,7825,3899,3373,9637,1892,3437,8629,4251,2307,9456,4458,9459,1440,4301,4411,4092,3067,4978,8861,8403,9777,48,6971,9591,1091,3037,7605,6336,9052,4165,5888,5348,2928,2399,3151,209,3614,3543,5028,4496,1947,3425,4384,9909,4686,5107,3343,8814,3664,9386,3586,8097,3381,1939,9839,685,2856,9911,1755,9912,5454,6674,3248,2586,1258,9436,6513,6493,6823,4179,4915,5497,8291,9715,5637,4406,9316,2777,4814,4806,2028
6/11/21,4641,8184,4872,8642,6720,8656,6472,1601,9567,1966,6949,29,2659,7008,7386,9083,2549,6472,1948,6544,1155,6947,6988,5880,8546,5425,762,1194,4993,6498,4728,1035,4092,1554,6753,1323,2922,9251,4011,8397,5349,4779,4868,819,7477,1892,630,7467,3820,2271,7822,7763,9160,7172,3603,3823,6742,1075,3545,2722,8769,1214,5562,3658,9597,722,4378,3031,4679,5725,9284,158,3544,8435,5493,4650,1676,7055,89,3214,3067,4312,2636,3724,3408,2574,5223,9404,6125,4963,9628,9483,6377,6777,703,8722,9612,1394,5042,2709,9306
6/12/21,4941,3925,3836,6855,8326,7941,2961,1433,1250,4921,8416,294,6456,4414,2755,7052,9096,9986,6,5249,1209,6417,8297,609,9857,4878,7630,9272,4075,9770,999,4850,7963,8873,4690,1512,4978,1236,8839,3724,2013,1105,7493,4720,2493,7341,6724,3266,3971,1548,6884,4137,1454,9888,7279,3692,9366,764,2183,6257,2955,3105,9143,2483,4417,112,2815,5885,7153,710,4550,2870,615,9028,6970,6066,3334,1816,2906,7822,8829,639,6811,7063,5144,6422,6465,3639,5308,9860,1942,60,1433,8027,7840,918,8202,8456,9523,4875,4785
6/13/21,8741,6112,2621,5626,1075,7199,7861,2116,2938,6844,9575,3092,3906,4414,4688,4349,5759,4944,2010,8590,2241,1382,6637,2335,1298,9977,5202,2079,2003,2141,3367,4816,2683,4411,867,1750,4033,9150,4818,8200,5205,5814,8619,3720,781,3186,9440,5459,4400,2176,7393,1737,8430,2382,8139,2838,5450,7278,2036,1380,2715,738,1729,2156,3441,4886,4545,2612,8462,9000,5305,1953,716,6784,1631,4777,3497,960,3931,1955,296,1250,1882,7251,6077,1317,7520,8827,834,6858,4456,9075,8068,7617,5330,7277,1463,9026,303,2946,9136
6/14/21,3659,4374,1859,4884,1828,2621,4253,1133,4965,6034,2078,2095,8951,7255,7995,220,5890,2986,9867,856,1505,9105,3569,6242,1200,130,7606,7698,1393,1480,9232,3801,7301,8226,1008,1725,5511,9924,126,8038,8680,6307,6176,7500,4864,9993,8842,4764,5820,9234,4474,4357,4415,5198,8723,651,8844,874,9144,8909,8098,644,5100,6551,8618,9363,1470,2137,4574,8899,963,6661,4196,5068,736,156,6121,3092,6755,6356,6184,307,7083,2648,4144,8920,4776,828,3544,9956,2070,1480,2639,8868,2654,6958,4793,7631,6171,3414,1939
6/15/21,2152,6681,6722,4966,2102,6364,4186,8122,6401,5827,6723,3931,67,1354,7119,5762,6271,4649,7516,5247,609,1795,9898,3554,1005,1085,9165,839,5110,6142,1173,8209,6308,4007,1913,7363,2603,3718,8784,9881,1418,941,9320,9187,6221,9495,5451,1556,6660,8833,4379,5230,4900,4847,9341,5195,7964,1553,6889,3952,6785,9566,8563,6805,3786,5812,8199,6025,8754,1893,4395,8500,5828,1007,1810,3824,5186,6607,7896,7728,9622,7961,8609,9191,1629,32,4427,1680,7537,1997,3829,7568,1108,5435,1127,886,3284,3363,6281,9672,8608
6/16/21,1348,244,1382,5519,3514,8957,7214,3461,876,1411,1833,6462,6808,8094,4538,9418,9351,8760,6612,3262,8766,1195,4405,2816,4066,2350,4912,7850,4614,5029,8909,9748,5046,3529,3798,881,4854,5136,1964,167,7598,3056,53,3858,3873,8230,160,6278,307,8704,8927,3117,1392,4452,4588,1422,8802,5960,72,5982,1493,3415,1091,7372,2418,8988,7374,419,8994,8141,9142,5352,970,4401,5579,8279,1264,1621,4898,7893,1189,4347,2395,9466,7685,2742,1436,3525,2503,8182,8177,790,2828,8408,6537,942,2840,4191,8974,5602,8418
6/17/21,6165,6258,9025,4880,2381,3870,7656,8496,8260,3580,2194,2540,3100,7897,574,7457,6885,3959,5097,9816,2161,8258,4539,3325,8162,5487,3874,6710,1718,7836,7828,4244,8066,8445,6764,6650,6886,9895,3362,483,8680,533,4219,7480,4150,3658,5501,514,5538,3082,3114,905,6469,633,6577,894,115,9041,8690,8151,2216,418,1519,1962,9913,1000,2843,437,8827,6355,8373,5268,4694,3208,7101,7570,8908,6461,572,4445,6996,3159,8505,8663,7415,7654,4187,6938,1308,7027,400,4578,4437,3072,7397,575,6249,9881,3387,4299,5178
6/18/21,8223,6887,9786,2424,9331,5727,3072,5292,7512,8390,719,6349,2574,514,8208,6190,5769,3155,3236,555,7666,6422,2737,3910,2228,7728,6755,3171,1803,2361,1635,7488,9262,4715,5236,9185,404,1515,8643,2648,1575,1357,386,2683,8514,392,6558,9683,4795,2154,4581,5959,3872,9345,4047,65,3810,9086,5859,1426,3317,248,4600,5004,1029,7285,8242,611,2036,2089,5249,4431,9067,5337,3811,4147,5678,3362,3358,2776,4046,7435,5851,3464,5436,8871,8509,6030,55,3276,4922,5912,9735,5325,9333,7578,4996,304,2036,5376,2721
6/19/21,9064,4022,3849,4689,2914,2275,7019,3784,1127,1075,1539,2491,3110,2982,1401,8812,238,857,9367,4423,8135,3109,6760,1104,5764,4602,2139,159,7531,8831,4363,5400,7476,5304,3276,6595,1330,5616,8301,5664,7605,7897,6627,8377,8396,3849,2811,8726,8104,386,1313,1855,6360,6119,6428,4284,1320,1226,4170,7543,6451,67,9603,3693,2230,3045,1969,1898,4430,1344,4968,4808,2375,7433,6183,4006,3262,5345,7798,244,1952,9319,5282,5481,2482,5910,134,2774,6726,8203,8451,4355,9884,4465,8341,3269,4660,3718,7108,5129,1137
6/20/21,317,5871,2353,2519,2111,2528,5963,1060,6204,960,9374,5923,2010,7810,3361,8068,8259,5664,553,7863,1603,7933,114,337,2951,9123,7470,4803,2881,8893,5611,9664,4864,4701,3868,1354,6839,6735,7990,8744,1296,7940,3963,7400,1619,697,4758,9949,4471,7619,5575,873,1190,506,1941,6369,4404,8069,9461,2335,3643,9880,3554,7016,5764,9633,2676,988,544,2088,1994,8436,1810,6653,1227,9331,2396,3661,834,1230,7426,1530,3882,9908,1825,7062,5464,9438,4732,6069,3426,5052,7937,5215,5086,7813,937,9712,44,2374,5939
6/21/21,8374,2316,1999,9168,8438,8154,6155,869,5799,9501,6672,7344,9299,47,804,7577,2948,7212,8558,2614,8430,8389,1659,6760,3649,6193,4305,5056,3120,7894,4858,5219,7982,2960,1211,1041,9985,3621,9113,1176,8967,4012,4802,919,3058,3627,679,184,7745,5038,9841,6123,114,8246,3925,7843,724,5824,735,6429,7191,2124,9895,1812,6814,2781,8592,4309,6782,9405,9026,7936,4765,6049,7722,8839,8940,1949,3720,7832,5887,9509,4191,7442,3511,7999,9988,8224,6006,5513,7204,5847,1875,6626,8072,5283,3488,2459,7853,7836,5447
6/22/21,7812,1597,8662,3736,9067,3812,8080,9251,1836,7498,1723,4126,2139,5215,2067,8849,7936,5018,5934,1409,7124,1209,7,2136,4985,860,7717,4489,6184,4061,5248,4107,1629,1758,6867,8040,5872,1231,8405,9224,2748,4504,8200,2007,6183,4960,2582,6911,6182,4530,6047,6305,1093,6063,3423,4011,899,3766,9120,1181,7044,8030,8290,8632,2990,8510,4785,1645,5763,3670,4599,6118,4670,4511,3120,2572,1634,430,8157,5266,6714,9699,2991,9911,7172,931,4751,7815,7263,9354,7246,4993,9205,5504,3025,8277,7250,3335,5537,3672,5814
6/23/21,3223,5697,3719,9581,7644,7563,8086,9786,5225,9069,9325,8293,1969,2065,2838,1881,8292,8918,8588,5206,8804,4756,4899,6762,5141,9366,5300,1713,4911,1663,1467,5039,8565,4750,6525,8644,3887,4800,9374,1645,5931,3433,7797,1046,6781,2700,8625,7756,4642,4091,4464,3504,2919,1106,1926,8155,9308,5375,7716,5558,6200,4847,6684,8928,5911,3557,3898,7844,3854,6593,3936,2778,51,8791,233,4871,7951,3543,3409,8372,8123,1324,6842,7080,4266,5153,5781,825,4754,682,4058,5495,2982,7148,1856,7795,6928,6596,8277,7031,3197
6/24/21,5453,7506,4249,2874,8013,6319,3487,9215,407,3698,2538,5755,9480,6474,3251,1035,5366,4831,2634,2582,9667,6238,8037,3855,6392,4254,3119,4774,2932,5394,7046,9754,8101,3121,4350,9184,8920,606,6561,6087,4850,889,5755,6566,4427,2030,6870,1362,6604,9760,7388,7691,1132,8301,1020,3512,8931,9726,4398,9078,6768,7388,3322,8308,5018,6095,7958,7281,2401,3290,5307,2709,1034,6980,9978,9669,845,4866,1805,8320,4084,7058,5874,4120,6373,1340,416,2671,8772,8649,8209,5302,81,4657,3520,7502,101,7514,6477,889,4489
